,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
108,3,29,0.2646,0.3096,0.9252,0.9161,0.05,32,sgd,MLPZero
109,3,30,0.2644,0.3093,0.9252,0.9162,0.05,32,sgd,MLPZero
110,3,31,0.2641,0.3092,0.9252,0.9162,0.05,32,sgd,MLPZero
111,3,32,0.2639,0.3096,0.9253,0.9162,0.05,32,sgd,MLPZero
112,3,33,0.2637,0.3104,0.9254,0.916,0.05,32,sgd,MLPZero
113,3,34,0.2635,0.3108,0.9254,0.9159,0.05,32,sgd,MLPZero
114,3,35,0.2633,0.3106,0.9255,0.916,0.05,32,sgd,MLPZero
115,3,36,0.2631,0.3105,0.9255,0.9161,0.05,32,sgd,MLPZero
116,3,37,0.2629,0.3105,0.9256,0.9161,0.05,32,sgd,MLPZero
117,3,38,0.2627,0.3105,0.9256,0.9162,0.05,32,sgd,MLPZero
118,3,39,0.2625,0.3103,0.9256,0.9163,0.05,32,sgd,MLPZero
119,3,40,0.2624,0.3108,0.9257,0.9161,0.05,32,sgd,MLPZero
120,4,1,0.2364,0.2992,0.9335,0.9202,0.05,64,sgd,MLPZero
121,4,2,0.2353,0.2992,0.9341,0.9195,0.05,64,sgd,MLPZero
122,4,3,0.2347,0.3014,0.934,0.9192,0.05,64,sgd,MLPZero
123,4,4,0.2343,0.3021,0.9342,0.9188,0.05,64,sgd,MLPZero
124,4,5,0.234,0.3016,0.9341,0.9193,0.05,64,sgd,MLPZero
125,4,6,0.2339,0.3016,0.9341,0.9191,0.05,64,sgd,MLPZero
126,4,7,0.2338,0.3014,0.9342,0.9192,0.05,64,sgd,MLPZero
127,4,8,0.2337,0.3017,0.9342,0.9192,0.05,64,sgd,MLPZero
128,4,9,0.2336,0.3016,0.9342,0.9193,0.05,64,sgd,MLPZero
129,4,10,0.2335,0.3016,0.9343,0.9193,0.05,64,sgd,MLPZero
130,4,11,0.2334,0.3015,0.9343,0.9192,0.05,64,sgd,MLPZero
131,4,12,0.2334,0.3017,0.9343,0.9191,0.05,64,sgd,MLPZero
132,4,13,0.2333,0.3016,0.9343,0.9191,0.05,64,sgd,MLPZero
133,4,14,0.2332,0.3015,0.9343,0.9192,0.05,64,sgd,MLPZero
134,4,15,0.2331,0.3018,0.9343,0.9191,0.05,64,sgd,MLPZero
135,4,16,0.2331,0.3013,0.9344,0.9191,0.05,64,sgd,MLPZero
136,4,17,0.233,0.3013,0.9344,0.9191,0.05,64,sgd,MLPZero
137,4,18,0.2329,0.3015,0.9345,0.9191,0.05,64,sgd,MLPZero
138,4,19,0.2329,0.3015,0.9345,0.9191,0.05,64,sgd,MLPZero
139,4,20,0.2328,0.3016,0.9345,0.9191,0.05,64,sgd,MLPZero
140,4,21,0.2328,0.3015,0.9345,0.9191,0.05,64,sgd,MLPZero
141,4,22,0.2328,0.3016,0.9345,0.919,0.05,64,sgd,MLPZero
142,4,23,0.2327,0.3013,0.9345,0.9191,0.05,64,sgd,MLPZero
143,4,24,0.2327,0.3012,0.9345,0.9192,0.05,64,sgd,MLPZero
144,4,25,0.2326,0.3012,0.9345,0.9192,0.05,64,sgd,MLPZero
145,4,26,0.2326,0.3012,0.9345,0.9191,0.05,64,sgd,MLPZero
146,4,27,0.2325,0.3013,0.9345,0.9192,0.05,64,sgd,MLPZero
147,4,28,0.2325,0.3012,0.9345,0.9192,0.05,64,sgd,MLPZero
148,4,29,0.2324,0.301,0.9345,0.9192,0.05,64,sgd,MLPZero
149,4,30,0.2324,0.301,0.9345,0.9192,0.05,64,sgd,MLPZero
150,4,31,0.2324,0.301,0.9345,0.9191,0.05,64,sgd,MLPZero
151,4,32,0.2323,0.301,0.9346,0.9191,0.05,64,sgd,MLPZero
152,4,33,0.2322,0.301,0.9346,0.9191,0.05,64,sgd,MLPZero
153,4,34,0.2322,0.3011,0.9346,0.919,0.05,64,sgd,MLPZero
154,4,35,0.2321,0.3012,0.9345,0.919,0.05,64,sgd,MLPZero
155,4,36,0.2321,0.3011,0.9346,0.9191,0.05,64,sgd,MLPZero
156,4,37,0.2321,0.3011,0.9346,0.919,0.05,64,sgd,MLPZero
157,4,38,0.232,0.3012,0.9346,0.919,0.05,64,sgd,MLPZero
158,4,39,0.232,0.3014,0.9346,0.919,0.05,64,sgd,MLPZero
159,4,40,0.2319,0.3013,0.9346,0.919,0.05,64,sgd,MLPZero
160,5,1,0.3078,0.3656,0.9139,0.9056,0.1,32,sgd,MLPZero
161,5,2,0.3111,0.3632,0.9132,0.9069,0.1,32,sgd,MLPZero
162,5,3,0.311,0.3728,0.9138,0.9045,0.1,32,sgd,MLPZero
163,5,4,0.3107,0.3728,0.914,0.9052,0.1,32,sgd,MLPZero
164,5,5,0.3112,0.3734,0.9143,0.9049,0.1,32,sgd,MLPZero
165,5,6,0.3112,0.3733,0.9144,0.9057,0.1,32,sgd,MLPZero
166,5,7,0.3114,0.3738,0.9145,0.9054,0.1,32,sgd,MLPZero
167,5,8,0.3118,0.3768,0.9144,0.9052,0.1,32,sgd,MLPZero
168,5,9,0.3116,0.3784,0.9145,0.9055,0.1,32,sgd,MLPZero
169,5,10,0.3111,0.3796,0.9149,0.9056,0.1,32,sgd,MLPZero
170,5,11,0.3108,0.3809,0.915,0.9055,0.1,32,sgd,MLPZero
171,5,12,0.311,0.3808,0.9151,0.9056,0.1,32,sgd,MLPZero
172,5,13,0.3108,0.3794,0.9152,0.9064,0.1,32,sgd,MLPZero
173,5,14,0.3108,0.3785,0.9153,0.9067,0.1,32,sgd,MLPZero
174,5,15,0.3106,0.3783,0.9154,0.9068,0.1,32,sgd,MLPZero
