,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
66,1,67,0.058,0.0607,0.9841,0.9829,0.01,32,sgd,LeNet5
67,1,68,0.0573,0.0603,0.9843,0.983,0.01,32,sgd,LeNet5
68,1,69,0.0566,0.06,0.9845,0.9831,0.01,32,sgd,LeNet5
69,1,70,0.0559,0.0596,0.9847,0.9832,0.01,32,sgd,LeNet5
70,1,71,0.0553,0.0593,0.9849,0.9833,0.01,32,sgd,LeNet5
71,1,72,0.0547,0.059,0.9851,0.9833,0.01,32,sgd,LeNet5
72,1,73,0.0541,0.0587,0.9853,0.9834,0.01,32,sgd,LeNet5
73,1,74,0.0535,0.0583,0.9854,0.9835,0.01,32,sgd,LeNet5
74,1,75,0.0529,0.0581,0.9856,0.9836,0.01,32,sgd,LeNet5
75,1,76,0.0523,0.0578,0.9858,0.9837,0.01,32,sgd,LeNet5
76,1,77,0.0517,0.0575,0.9859,0.9838,0.01,32,sgd,LeNet5
77,1,78,0.0512,0.0572,0.9861,0.9838,0.01,32,sgd,LeNet5
78,1,79,0.0506,0.0569,0.9862,0.9839,0.01,32,sgd,LeNet5
79,1,80,0.0501,0.0567,0.9864,0.984,0.01,32,sgd,LeNet5
80,1,81,0.0496,0.0564,0.9865,0.9841,0.01,32,sgd,LeNet5
81,1,82,0.0491,0.0562,0.9867,0.9841,0.01,32,sgd,LeNet5
82,1,83,0.0486,0.0559,0.9868,0.9842,0.01,32,sgd,LeNet5
83,1,84,0.0481,0.0557,0.987,0.9843,0.01,32,sgd,LeNet5
84,1,85,0.0476,0.0554,0.9871,0.9843,0.01,32,sgd,LeNet5
85,1,86,0.0472,0.0552,0.9872,0.9844,0.01,32,sgd,LeNet5
86,1,87,0.0467,0.055,0.9874,0.9845,0.01,32,sgd,LeNet5
87,1,88,0.0463,0.0548,0.9875,0.9845,0.01,32,sgd,LeNet5
88,1,89,0.0458,0.0546,0.9876,0.9846,0.01,32,sgd,LeNet5
89,1,90,0.0454,0.0543,0.9877,0.9847,0.01,32,sgd,LeNet5
90,1,91,0.045,0.0541,0.9879,0.9847,0.01,32,sgd,LeNet5
91,1,92,0.0445,0.0539,0.988,0.9848,0.01,32,sgd,LeNet5
92,1,93,0.0441,0.0537,0.9881,0.9848,0.01,32,sgd,LeNet5
93,1,94,0.0437,0.0535,0.9882,0.9849,0.01,32,sgd,LeNet5
94,1,95,0.0433,0.0533,0.9883,0.9849,0.01,32,sgd,LeNet5
95,1,96,0.0429,0.0532,0.9884,0.985,0.01,32,sgd,LeNet5
96,1,97,0.0426,0.053,0.9886,0.985,0.01,32,sgd,LeNet5
97,1,98,0.0422,0.0528,0.9887,0.9851,0.01,32,sgd,LeNet5
98,1,99,0.0418,0.0527,0.9888,0.9851,0.01,32,sgd,LeNet5
99,1,100,0.0415,0.0525,0.9889,0.9852,0.01,32,sgd,LeNet5
100,2,1,1.915,1.0752,0.3818,0.7078,0.01,32,sgd,LeNet5SmallKernels
101,2,2,1.3522,0.8468,0.5722,0.7638,0.01,32,sgd,LeNet5SmallKernels
102,2,3,1.0822,0.7186,0.66,0.797,0.01,32,sgd,LeNet5SmallKernels
103,2,4,0.9161,0.6324,0.7134,0.8197,0.01,32,sgd,LeNet5SmallKernels
104,2,5,0.8008,0.5681,0.7503,0.8371,0.01,32,sgd,LeNet5SmallKernels
