,run,epoch,loss,valLoss,accuracy,accuracy_val,model,lr,batch_size,optim
49,1,50,0.008644343843741808,0.06935648847216119,0.9994791666666667,0.9794166666666667,MLPOne,0.01,32,sgd
50,1,51,0.008357754528910542,0.0695217595860983,0.9995625,0.9795833333333334,MLPOne,0.01,32,sgd
51,1,52,0.008099470083844304,0.06922121356536323,0.9995833333333334,0.9800833333333333,MLPOne,0.01,32,sgd
52,1,53,0.007810965728344551,0.06996425464221587,0.999625,0.9796666666666667,MLPOne,0.01,32,sgd
53,1,54,0.007545843993662857,0.06914984399088038,0.9995833333333334,0.9800833333333333,MLPOne,0.01,32,sgd
54,1,55,0.00729712190371841,0.07032278559419015,0.9996875,0.98,MLPOne,0.01,32,sgd
55,1,56,0.007070381773286499,0.06953769498295151,0.9996875,0.9798333333333333,MLPOne,0.01,32,sgd
56,1,57,0.006878503988089505,0.07023500754715253,0.9997708333333334,0.98025,MLPOne,0.01,32,sgd
57,1,58,0.006661956294206902,0.07038883177679964,0.9997083333333333,0.9798333333333333,MLPOne,0.01,32,sgd
58,1,59,0.006462324325344525,0.07015803350888503,0.9997916666666666,0.9800833333333333,MLPOne,0.01,32,sgd
59,1,60,0.006294033056454889,0.06986208414689948,0.99975,0.9799166666666667,MLPOne,0.01,32,sgd
60,1,61,0.006118428199542298,0.06936950182635337,0.9998333333333334,0.9798333333333333,MLPOne,0.01,32,sgd
61,1,62,0.005965567505840833,0.07044943942393486,0.9997708333333334,0.9804166666666667,MLPOne,0.01,32,sgd
62,1,63,0.0057761265781688656,0.0703034692647246,0.9998125,0.98025,MLPOne,0.01,32,sgd
63,1,64,0.005665167620948827,0.07007377270865255,0.999875,0.98025,MLPOne,0.01,32,sgd
64,1,65,0.0054976817990439785,0.07012190111804133,0.999875,0.98025,MLPOne,0.01,32,sgd
65,1,66,0.005370898735282632,0.07008622933349883,0.999875,0.9801666666666666,MLPOne,0.01,32,sgd
66,1,67,0.005242367996809966,0.07003962319821586,0.9998541666666667,0.9801666666666666,MLPOne,0.01,32,sgd
67,1,68,0.005131705095409416,0.07065428134081109,0.9998541666666667,0.9803333333333333,MLPOne,0.01,32,sgd
68,1,69,0.004987121184438972,0.07068904229447556,0.9998958333333333,0.9800833333333333,MLPOne,0.01,32,sgd
69,1,70,0.004883691185464461,0.07063836304672683,0.9999166666666667,0.9798333333333333,MLPOne,0.01,32,sgd
70,1,71,0.00478667444473346,0.07091680137044751,0.9998958333333333,0.9805833333333334,MLPOne,0.01,32,sgd
71,1,72,0.004676026104280026,0.07086065876542125,0.9999166666666667,0.9803333333333333,MLPOne,0.01,32,sgd
72,1,73,0.004564170063085233,0.07105761295875224,0.9999166666666667,0.9799166666666667,MLPOne,0.01,32,sgd
73,1,74,0.004465865005782689,0.07095711063756607,0.9999375,0.9800833333333333,MLPOne,0.01,32,sgd
74,1,75,0.004363674914444952,0.07100387816200965,0.9999166666666667,0.98025,MLPOne,0.01,32,sgd
75,1,76,0.004284636634137617,0.07127870344812982,0.9999375,0.98025,MLPOne,0.01,32,sgd
76,1,77,0.004203122354393902,0.07100967608469849,0.9999375,0.9804166666666667,MLPOne,0.01,32,sgd
77,1,78,0.004118685546593042,0.07113983981978769,0.9999166666666667,0.9805833333333334,MLPOne,0.01,32,sgd
78,1,79,0.004033334184804213,0.07126101411231017,0.9999375,0.98025,MLPOne,0.01,32,sgd
79,1,80,0.0039601575927614855,0.07136829345417209,0.9999375,0.9804166666666667,MLPOne,0.01,32,sgd
80,1,81,0.0038843527083760516,0.07135706059169024,0.9999375,0.9804166666666667,MLPOne,0.01,32,sgd
81,1,82,0.003807099542273742,0.07173463459887232,0.9999375,0.98025,MLPOne,0.01,32,sgd
82,1,83,0.003732903073667937,0.07179286860387461,0.9999375,0.98025,MLPOne,0.01,32,sgd
83,1,84,0.0036709878568023367,0.07140886884753127,0.9999375,0.9805,MLPOne,0.01,32,sgd
84,1,85,0.003596070397092262,0.07203236950549763,0.9999375,0.9805,MLPOne,0.01,32,sgd
85,1,86,0.00353577502588693,0.07226043050724547,0.9999375,0.98075,MLPOne,0.01,32,sgd
86,1,87,0.003476763843752754,0.0720462032581369,0.9999375,0.9803333333333333,MLPOne,0.01,32,sgd
87,1,88,0.003418427359290945,0.07242735426760434,0.9999375,0.9804166666666667,MLPOne,0.01,32,sgd
88,1,89,0.003352180825049193,0.07210543782648164,0.9999375,0.9804166666666667,MLPOne,0.01,32,sgd
89,1,90,0.0033004314949600182,0.07188013844750822,0.9999375,0.98025,MLPOne,0.01,32,sgd
90,1,91,0.00325631176468111,0.07200151663366705,0.9999375,0.9806666666666667,MLPOne,0.01,32,sgd
91,1,92,0.0031985962899877146,0.07234833217338503,0.9999375,0.9805,MLPOne,0.01,32,sgd
92,1,93,0.0031430791680225716,0.07256847427005414,0.9999375,0.9809166666666667,MLPOne,0.01,32,sgd
93,1,94,0.003103397508231865,0.07257769741509885,0.9999375,0.98025,MLPOne,0.01,32,sgd
94,1,95,0.003051471716362964,0.07232880108819033,0.9999375,0.9805,MLPOne,0.01,32,sgd
95,1,96,0.0029983305079319205,0.07236442927810519,0.9999375,0.9803333333333333,MLPOne,0.01,32,sgd
96,1,97,0.0029569584907221725,0.07298307958016327,0.9999375,0.98075,MLPOne,0.01,32,sgd
97,1,98,0.0029071285029446396,0.07258584614901338,0.9999375,0.9808333333333333,MLPOne,0.01,32,sgd
98,1,99,0.0028701856083401555,0.07258740095142276,0.9999375,0.98075,MLPOne,0.01,32,sgd
99,1,100,0.002827735283007011,0.07261794519067431,0.9999375,0.9805833333333334,MLPOne,0.01,32,sgd
