,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
151,3,32,0.2944,0.3303,0.9177,0.9104,0.07,32,sgd,MLPZero
152,3,33,0.2939,0.3306,0.9178,0.9104,0.07,32,sgd,MLPZero
153,3,34,0.2935,0.3306,0.918,0.9104,0.07,32,sgd,MLPZero
154,3,35,0.2931,0.3306,0.9181,0.9105,0.07,32,sgd,MLPZero
155,3,36,0.2926,0.3309,0.9182,0.9105,0.07,32,sgd,MLPZero
156,3,37,0.2922,0.3314,0.9183,0.9104,0.07,32,sgd,MLPZero
157,3,38,0.2918,0.3314,0.9184,0.9105,0.07,32,sgd,MLPZero
158,3,39,0.2915,0.3322,0.9185,0.9104,0.07,32,sgd,MLPZero
159,3,40,0.2911,0.3323,0.9186,0.9105,0.07,32,sgd,MLPZero
160,3,41,0.2908,0.3323,0.9187,0.9105,0.07,32,sgd,MLPZero
161,3,42,0.2905,0.3326,0.9188,0.9104,0.07,32,sgd,MLPZero
162,3,43,0.2902,0.3327,0.9189,0.9105,0.07,32,sgd,MLPZero
163,3,44,0.2898,0.3329,0.919,0.9105,0.07,32,sgd,MLPZero
164,3,45,0.2895,0.3332,0.919,0.9104,0.07,32,sgd,MLPZero
165,3,46,0.2892,0.3335,0.9191,0.9104,0.07,32,sgd,MLPZero
166,3,47,0.2889,0.3337,0.9192,0.9104,0.07,32,sgd,MLPZero
167,3,48,0.2886,0.3343,0.9193,0.9103,0.07,32,sgd,MLPZero
168,3,49,0.2883,0.3343,0.9194,0.9104,0.07,32,sgd,MLPZero
169,3,50,0.288,0.3343,0.9195,0.9104,0.07,32,sgd,MLPZero
170,3,51,0.2877,0.3344,0.9195,0.9104,0.07,32,sgd,MLPZero
171,3,52,0.2875,0.3344,0.9196,0.9105,0.07,32,sgd,MLPZero
172,3,53,0.2872,0.3346,0.9197,0.9105,0.07,32,sgd,MLPZero
173,3,54,0.2869,0.335,0.9197,0.9104,0.07,32,sgd,MLPZero
174,3,55,0.2867,0.3354,0.9198,0.9103,0.07,32,sgd,MLPZero
175,3,56,0.2864,0.3359,0.9198,0.9102,0.07,32,sgd,MLPZero
176,3,57,0.2862,0.336,0.9199,0.9102,0.07,32,sgd,MLPZero
177,3,58,0.2859,0.3365,0.92,0.91,0.07,32,sgd,MLPZero
178,3,59,0.2857,0.3369,0.9201,0.91,0.07,32,sgd,MLPZero
179,3,60,0.2855,0.337,0.9201,0.9099,0.07,32,sgd,MLPZero
180,4,1,0.4449,0.3381,0.8747,0.9018,0.07,256,sgd,MLPZero
181,4,2,0.3841,0.3279,0.8913,0.9058,0.07,256,sgd,MLPZero
182,4,3,0.358,0.3184,0.8987,0.9087,0.07,256,sgd,MLPZero
183,4,4,0.3424,0.3138,0.9033,0.9095,0.07,256,sgd,MLPZero
184,4,5,0.3317,0.3093,0.9065,0.9111,0.07,256,sgd,MLPZero
185,4,6,0.3237,0.3071,0.9088,0.912,0.07,256,sgd,MLPZero
186,4,7,0.3174,0.3039,0.9106,0.9129,0.07,256,sgd,MLPZero
187,4,8,0.3124,0.3032,0.912,0.9131,0.07,256,sgd,MLPZero
188,4,9,0.3082,0.301,0.9133,0.9139,0.07,256,sgd,MLPZero
189,4,10,0.3045,0.2993,0.9143,0.9144,0.07,256,sgd,MLPZero
190,4,11,0.3014,0.2977,0.9153,0.915,0.07,256,sgd,MLPZero
191,4,12,0.2987,0.2962,0.9161,0.9154,0.07,256,sgd,MLPZero
192,4,13,0.2962,0.2951,0.9168,0.9158,0.07,256,sgd,MLPZero
193,4,14,0.2939,0.2949,0.9176,0.916,0.07,256,sgd,MLPZero
194,4,15,0.2919,0.2937,0.9182,0.9163,0.07,256,sgd,MLPZero
195,4,16,0.2901,0.2928,0.9187,0.9167,0.07,256,sgd,MLPZero
196,4,17,0.2883,0.2919,0.9193,0.917,0.07,256,sgd,MLPZero
197,4,18,0.2868,0.291,0.9198,0.9173,0.07,256,sgd,MLPZero
198,4,19,0.2853,0.2903,0.9202,0.9175,0.07,256,sgd,MLPZero
199,4,20,0.2839,0.2896,0.9206,0.9177,0.07,256,sgd,MLPZero
200,4,21,0.2827,0.2889,0.921,0.9179,0.07,256,sgd,MLPZero
201,4,22,0.2815,0.2885,0.9214,0.918,0.07,256,sgd,MLPZero
202,4,23,0.2804,0.288,0.9217,0.9182,0.07,256,sgd,MLPZero
203,4,24,0.2793,0.2878,0.922,0.9181,0.07,256,sgd,MLPZero
204,4,25,0.2783,0.2874,0.9223,0.9183,0.07,256,sgd,MLPZero
205,4,26,0.2773,0.2869,0.9226,0.9184,0.07,256,sgd,MLPZero
206,4,27,0.2764,0.2866,0.9229,0.9186,0.07,256,sgd,MLPZero
207,4,28,0.2755,0.2863,0.9232,0.9186,0.07,256,sgd,MLPZero
208,4,29,0.2747,0.286,0.9234,0.9187,0.07,256,sgd,MLPZero
209,4,30,0.2739,0.2858,0.9236,0.9188,0.07,256,sgd,MLPZero
210,4,31,0.2732,0.2855,0.9238,0.919,0.07,256,sgd,MLPZero
211,4,32,0.2725,0.2852,0.9241,0.919,0.07,256,sgd,MLPZero
212,4,33,0.2717,0.2851,0.9243,0.9191,0.07,256,sgd,MLPZero
213,4,34,0.2711,0.2849,0.9244,0.9192,0.07,256,sgd,MLPZero
