,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
0,1,1,0.3782,0.3106,0.8893,0.9119,0.05,64,sgd,MLPZero
1,1,2,0.3413,0.3078,0.9012,0.9116,0.05,64,sgd,MLPZero
2,1,3,0.3247,0.304,0.9065,0.9129,0.05,64,sgd,MLPZero
3,1,4,0.3146,0.301,0.9097,0.914,0.05,64,sgd,MLPZero
4,1,5,0.3077,0.2998,0.912,0.9146,0.05,64,sgd,MLPZero
5,1,6,0.3023,0.2983,0.9138,0.9153,0.05,64,sgd,MLPZero
6,1,7,0.298,0.2969,0.915,0.9162,0.05,64,sgd,MLPZero
7,1,8,0.2944,0.2961,0.9161,0.9165,0.05,64,sgd,MLPZero
8,1,9,0.2914,0.2955,0.9171,0.9169,0.05,64,sgd,MLPZero
9,1,10,0.2886,0.2945,0.918,0.9173,0.05,64,sgd,MLPZero
10,1,11,0.2863,0.295,0.9189,0.9171,0.05,64,sgd,MLPZero
11,1,12,0.2843,0.2949,0.9194,0.9174,0.05,64,sgd,MLPZero
12,1,13,0.2824,0.2947,0.92,0.9174,0.05,64,sgd,MLPZero
13,1,14,0.2808,0.2942,0.9206,0.9176,0.05,64,sgd,MLPZero
14,1,15,0.2793,0.2937,0.921,0.918,0.05,64,sgd,MLPZero
15,1,16,0.2779,0.2939,0.9215,0.918,0.05,64,sgd,MLPZero
16,1,17,0.2766,0.2936,0.9219,0.9181,0.05,64,sgd,MLPZero
17,1,18,0.2754,0.2941,0.9223,0.918,0.05,64,sgd,MLPZero
18,1,19,0.2743,0.2941,0.9226,0.9181,0.05,64,sgd,MLPZero
19,1,20,0.2733,0.2937,0.923,0.9184,0.05,64,sgd,MLPZero
20,1,21,0.2723,0.2937,0.9233,0.9185,0.05,64,sgd,MLPZero
21,1,22,0.2714,0.2938,0.9236,0.9184,0.05,64,sgd,MLPZero
22,1,23,0.2705,0.2939,0.9238,0.9185,0.05,64,sgd,MLPZero
23,1,24,0.2697,0.2937,0.9241,0.9186,0.05,64,sgd,MLPZero
24,1,25,0.2689,0.2936,0.9243,0.9186,0.05,64,sgd,MLPZero
25,1,26,0.2682,0.2937,0.9246,0.9186,0.05,64,sgd,MLPZero
26,1,27,0.2675,0.2938,0.9248,0.9186,0.05,64,sgd,MLPZero
27,1,28,0.2668,0.2937,0.925,0.9187,0.05,64,sgd,MLPZero
28,1,29,0.2662,0.2939,0.9251,0.9186,0.05,64,sgd,MLPZero
29,1,30,0.2657,0.2938,0.9253,0.9187,0.05,64,sgd,MLPZero
30,1,31,0.2651,0.2939,0.9255,0.9187,0.05,64,sgd,MLPZero
31,1,32,0.2645,0.2939,0.9257,0.9187,0.05,64,sgd,MLPZero
32,1,33,0.2639,0.2937,0.9258,0.9188,0.05,64,sgd,MLPZero
33,1,34,0.2634,0.2939,0.926,0.9188,0.05,64,sgd,MLPZero
34,1,35,0.2629,0.2939,0.9262,0.9188,0.05,64,sgd,MLPZero
